locus_tag	scf_id	seq_type	start	end	strand	product
F6GI3_00389	NODE_4_length_79659_cov_76.046317	CDS	69461	70159	-	hypothetical protein
F6GI3_00390	NODE_4_length_79659_cov_76.046317	CDS	70299	71636	+	Multidrug export protein MepA
F6GI3_00391	NODE_4_length_79659_cov_76.046317	CDS	71987	72193	+	hypothetical protein
F6GI3_00392	NODE_4_length_79659_cov_76.046317	CDS	72315	72974	+	Deoxyguanosine kinase
F6GI3_00393	NODE_4_length_79659_cov_76.046317	CDS	72974	73627	+	Deoxyadenosine/deoxycytidine kinase
F6GI3_00394	NODE_4_length_79659_cov_76.046317	CDS	73650	73883	-	hypothetical protein
F6GI3_00395	NODE_4_length_79659_cov_76.046317	CDS	73997	74782	+	hypothetical protein
F6GI3_00396	NODE_4_length_79659_cov_76.046317	CDS	74823	79286	-	Collagen adhesin
F6GI4_00001	NODE_1_length_146449_cov_17.799534	CDS	2542	6342	-	hypothetical protein
F6GI4_00002	NODE_1_length_146449_cov_17.799534	CDS	6469	7143	-	N-(5'-phosphoribosyl)anthranilate isomerase
F6GI4_00003	NODE_1_length_146449_cov_17.799534	CDS	7155	10043	-	hypothetical protein
F6GI4_00004	NODE_1_length_146449_cov_17.799534	CDS	10239	12053	-	Vitamin B12 transporter BtuB
F6GI4_00005	NODE_1_length_146449_cov_17.799534	CDS	12427	13113	+	hypothetical protein
F6GI4_00006	NODE_1_length_146449_cov_17.799534	CDS	13172	13945	+	Nucleoside triphosphate pyrophosphohydrolase
F6GI4_00007	NODE_1_length_146449_cov_17.799534	CDS	13995	14330	+	hypothetical protein
F6GI4_00008	NODE_1_length_146449_cov_17.799534	CDS	14396	15502	+	Alanine racemase 1
F6GI4_00009	NODE_1_length_146449_cov_17.799534	CDS	15499	16275	-	HTH-type transcriptional activator Btr
F6GI4_00010	NODE_1_length_146449_cov_17.799534	CDS	16446	17186	-	hypothetical protein
F6GI4_00011	NODE_1_length_146449_cov_17.799534	CDS	17183	17440	-	hypothetical protein
F6GI4_00012	NODE_1_length_146449_cov_17.799534	CDS	17545	18879	-	putative FMN/FAD exporter YeeO
F6GI4_00013	NODE_1_length_146449_cov_17.799534	CDS	19044	19382	+	hypothetical protein
F6GI4_00014	NODE_1_length_146449_cov_17.799534	CDS	19449	20558	-	HTH-type transcriptional regulator DegA
F6GI4_00015	NODE_1_length_146449_cov_17.799534	CDS	20769	22175	+	Polyol:NADP oxidoreductase
F6GI4_00016	NODE_1_length_146449_cov_17.799534	CDS	22179	23495	+	L-fucose-proton symporter
F6GI4_00017	NODE_1_length_146449_cov_17.799534	CDS	23535	24410	+	ATP-dependent 6-phosphofructokinase
F6GI4_00018	NODE_1_length_146449_cov_17.799534	CDS	24461	25138	+	hypothetical protein
F6GI4_00019	NODE_1_length_146449_cov_17.799534	tRNA	25268	25342	-	tRNA-Asn(gtt)
F6GI4_00020	NODE_1_length_146449_cov_17.799534	tRNA	25557	25631	-	tRNA-Asn(gtt)
F6GI4_00021	NODE_1_length_146449_cov_17.799534	tRNA	25691	25765	-	tRNA-Asn(gtt)
F6GI4_00022	NODE_1_length_146449_cov_17.799534	CDS	25879	26535	-	Recombination protein RecR
F6GI4_00023	NODE_1_length_146449_cov_17.799534	CDS	26610	26924	-	Nucleoid-associated protein
F6GI4_00024	NODE_1_length_146449_cov_17.799534	CDS	27115	28074	+	hypothetical protein
F6GI4_00025	NODE_1_length_146449_cov_17.799534	CDS	28071	28196	+	hypothetical protein
F6GI4_00026	NODE_1_length_146449_cov_17.799534	CDS	28186	31032	-	Signal transduction histidine-protein kinase BarA
F6GI4_00027	NODE_1_length_146449_cov_17.799534	CDS	31365	32750	-	DNA polymerase III subunit tau
F6GI4_00028	NODE_1_length_146449_cov_17.799534	CDS	33058	33957	-	Pectin degradation repressor protein KdgR
F6GI4_00029	NODE_1_length_146449_cov_17.799534	CDS	34054	34908	+	2-hydroxyhexa-2%2C4-dienoate hydratase
F6GI4_00030	NODE_1_length_146449_cov_17.799534	CDS	34951	36558	-	Glutamine-dependent NAD(+) synthetase
F6GI4_00031	NODE_1_length_146449_cov_17.799534	CDS	36667	38478	-	Aminodeoxychorismate synthase component 1
F6GI4_00032	NODE_1_length_146449_cov_17.799534	CDS	38517	39749	+	DNA ligase
F6GI4_00033	NODE_1_length_146449_cov_17.799534	CDS	39800	40744	+	hypothetical protein
F6GI4_00034	NODE_1_length_146449_cov_17.799534	CDS	40758	40958	+	hypothetical protein
F6GI4_00035	NODE_1_length_146449_cov_17.799534	CDS	41008	43863	-	DNA polymerase I
F6GI4_00036	NODE_1_length_146449_cov_17.799534	CDS	44137	45171	+	Arsenical-resistance protein Acr3
F6GI4_00037	NODE_1_length_146449_cov_17.799534	CDS	45259	46860	-	Metalloprotease TldD
F6GI4_00038	NODE_1_length_146449_cov_17.799534	CDS	46860	48230	-	hypothetical protein
F6GI4_00039	NODE_1_length_146449_cov_17.799534	CDS	48342	49544	-	hypothetical protein
F6GI4_00040	NODE_1_length_146449_cov_17.799534	CDS	49796	50968	+	Peptidase T
F6GI4_00041	NODE_1_length_146449_cov_17.799534	CDS	51033	51755	-	Glutamine transport ATP-binding protein GlnQ
F6GI4_00042	NODE_1_length_146449_cov_17.799534	CDS	51739	52422	-	L-cystine transport system permease protein YecS
F6GI4_00043	NODE_1_length_146449_cov_17.799534	CDS	52429	53190	-	Glutamine-binding periplasmic protein
F6GI4_00044	NODE_1_length_146449_cov_17.799534	CDS	53319	54050	-	hypothetical protein
F6GI4_00045	NODE_1_length_146449_cov_17.799534	CDS	54334	55176	-	putative protein YgaU
F6GI4_00046	NODE_1_length_146449_cov_17.799534	CDS	55133	56176	-	FAD:protein FMN transferase
F6GI4_00047	NODE_1_length_146449_cov_17.799534	CDS	56352	56927	+	V-type proton ATPase subunit E
F6GI4_00048	NODE_1_length_146449_cov_17.799534	CDS	56948	57469	+	hypothetical protein
F6GI4_00049	NODE_1_length_146449_cov_17.799534	CDS	57516	59249	+	V-type sodium ATPase catalytic subunit A
F6GI4_00050	NODE_1_length_146449_cov_17.799534	CDS	59242	60537	+	V-type sodium ATPase subunit B
F6GI4_00051	NODE_1_length_146449_cov_17.799534	CDS	60600	60998	+	hypothetical protein
F6GI4_00052	NODE_1_length_146449_cov_17.799534	CDS	61053	61649	+	V-type ATP synthase subunit D
F6GI4_00053	NODE_1_length_146449_cov_17.799534	CDS	61646	63388	+	hypothetical protein
F6GI4_00054	NODE_1_length_146449_cov_17.799534	CDS	63438	63902	+	hypothetical protein
F6GI4_00055	NODE_1_length_146449_cov_17.799534	CDS	64118	65086	+	hypothetical protein
F6GI4_00056	NODE_1_length_146449_cov_17.799534	CDS	65306	65914	+	DNA polymerase III PolC-type
F6GI4_00057	NODE_1_length_146449_cov_17.799534	CDS	66090	66773	+	Aquaporin Z 2
F6GI4_00058	NODE_1_length_146449_cov_17.799534	CDS	66816	68585	-	putative ABC transporter ATP-binding protein
F6GI4_00059	NODE_1_length_146449_cov_17.799534	CDS	68585	70330	-	Putative multidrug export ATP-binding/permease protein
F6GI4_00060	NODE_1_length_146449_cov_17.799534	CDS	70663	72177	+	hypothetical protein
F6GI4_00061	NODE_1_length_146449_cov_17.799534	CDS	72440	73396	-	hypothetical protein
F6GI4_00062	NODE_1_length_146449_cov_17.799534	CDS	73606	74640	-	putative tRNA-dihydrouridine synthase
F6GI4_00063	NODE_1_length_146449_cov_17.799534	CDS	74642	75208	-	Elongation factor P-like protein
F6GI4_00064	NODE_1_length_146449_cov_17.799534	CDS	75419	76045	-	hypothetical protein
F6GI4_00065	NODE_1_length_146449_cov_17.799534	CDS	76638	77624	+	Zinc-type alcohol dehydrogenase-like protein
F6GI4_00066	NODE_1_length_146449_cov_17.799534	CDS	77795	79327	-	D-amino acid dehydrogenase
F6GI4_00067	NODE_1_length_146449_cov_17.799534	CDS	79435	79677	+	hypothetical protein
F6GI4_00068	NODE_1_length_146449_cov_17.799534	CDS	79633	80817	-	Erythronate-4-phosphate dehydrogenase
F6GI4_00069	NODE_1_length_146449_cov_17.799534	CDS	80898	81767	+	Ribosomal protein L11 methyltransferase
F6GI4_00070	NODE_1_length_146449_cov_17.799534	CDS	81849	82811	-	hypothetical protein
F6GI4_00071	NODE_1_length_146449_cov_17.799534	CDS	82939	85143	-	Iota-carrageenase
F6GI4_00072	NODE_1_length_146449_cov_17.799534	CDS	85228	86652	-	Iota-carrageenase
F6GI4_00073	NODE_1_length_146449_cov_17.799534	CDS	86855	87499	-	hypothetical protein
F6GI4_00074	NODE_1_length_146449_cov_17.799534	CDS	87584	88954	-	ATP-dependent 6-phosphofructokinase
F6GI4_00075	NODE_1_length_146449_cov_17.799534	CDS	89157	89972	+	Acetylxylan esterase
F6GI4_00076	NODE_1_length_146449_cov_17.799534	CDS	90213	92891	-	DNA gyrase subunit A
F6GI4_00077	NODE_1_length_146449_cov_17.799534	CDS	92895	94850	-	DNA gyrase subunit B
F6GI4_00078	NODE_1_length_146449_cov_17.799534	CDS	95052	96941	+	hypothetical protein
F6GI4_00079	NODE_1_length_146449_cov_17.799534	CDS	97052	98254	+	Bifunctional PGK/TIM
F6GI4_00080	NODE_1_length_146449_cov_17.799534	CDS	98309	99844	-	Competence protein ComM
F6GI4_00081	NODE_1_length_146449_cov_17.799534	CDS	100364	100822	+	Transcriptional regulator MraZ
F6GI4_00082	NODE_1_length_146449_cov_17.799534	CDS	100838	101758	+	Ribosomal RNA small subunit methyltransferase H
F6GI4_00083	NODE_1_length_146449_cov_17.799534	CDS	101758	102135	+	hypothetical protein
F6GI4_00084	NODE_1_length_146449_cov_17.799534	CDS	102132	103907	+	putative peptidoglycan D%2CD-transpeptidase PenA
F6GI4_00085	NODE_1_length_146449_cov_17.799534	CDS	103916	105376	+	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase
F6GI4_00086	NODE_1_length_146449_cov_17.799534	CDS	105376	106704	+	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
F6GI4_00087	NODE_1_length_146449_cov_17.799534	CDS	106707	107861	+	Phospho-N-acetylmuramoyl-pentapeptide-transferase
F6GI4_00088	NODE_1_length_146449_cov_17.799534	CDS	107861	109165	+	UDP-N-acetylmuramoylalanine--D-glutamate ligase
F6GI4_00089	NODE_1_length_146449_cov_17.799534	CDS	109158	110231	+	Autolysin
F6GI4_00090	NODE_1_length_146449_cov_17.799534	CDS	110415	110855	+	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
F6GI4_00091	NODE_1_length_146449_cov_17.799534	CDS	110849	111529	+	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
F6GI4_00092	NODE_1_length_146449_cov_17.799534	CDS	111532	111906	+	hypothetical protein
F6GI4_00093	NODE_1_length_146449_cov_17.799534	CDS	111956	113242	-	GTPase HflX
F6GI4_00094	NODE_1_length_146449_cov_17.799534	CDS	113254	114165	-	tRNA dimethylallyltransferase
F6GI4_00095	NODE_1_length_146449_cov_17.799534	CDS	114158	114649	-	Lipoprotein signal peptidase
F6GI4_00096	NODE_1_length_146449_cov_17.799534	CDS	114824	115216	-	General stress protein 16O
F6GI4_00097	NODE_1_length_146449_cov_17.799534	CDS	115606	118731	-	Isoleucine--tRNA ligase
F6GI4_00098	NODE_1_length_146449_cov_17.799534	CDS	118973	120166	+	Bifunctional protein GlmU
F6GI4_00099	NODE_1_length_146449_cov_17.799534	CDS	120169	121521	+	Phosphoglucosamine mutase
F6GI4_00100	NODE_1_length_146449_cov_17.799534	CDS	121521	122936	+	hypothetical protein
F6GI4_00101	NODE_1_length_146449_cov_17.799534	CDS	123066	123809	+	putative phospholipid ABC transporter permease protein MlaE
F6GI4_00102	NODE_1_length_146449_cov_17.799534	CDS	123806	124564	+	putative ribonucleotide transport ATP-binding protein mkl
F6GI4_00103	NODE_1_length_146449_cov_17.799534	CDS	124566	125552	+	hypothetical protein
F6GI4_00104	NODE_1_length_146449_cov_17.799534	CDS	125681	126370	-	Orotidine 5'-phosphate decarboxylase
F6GI4_00105	NODE_1_length_146449_cov_17.799534	CDS	126608	127348	-	hypothetical protein
F6GI4_00106	NODE_1_length_146449_cov_17.799534	CDS	127348	129129	-	hypothetical protein
F6GI4_00107	NODE_1_length_146449_cov_17.799534	CDS	129284	130822	-	hypothetical protein
F6GI4_00108	NODE_1_length_146449_cov_17.799534	CDS	130819	131826	-	hypothetical protein
F6GI4_00109	NODE_1_length_146449_cov_17.799534	CDS	131823	132803	-	hypothetical protein
F6GI4_00110	NODE_1_length_146449_cov_17.799534	CDS	132800	133756	-	hypothetical protein
F6GI4_00111	NODE_1_length_146449_cov_17.799534	CDS	133753	134730	-	putative protein
F6GI4_00112	NODE_1_length_146449_cov_17.799534	CDS	134786	135139	-	hypothetical protein
F6GI4_00113	NODE_1_length_146449_cov_17.799534	CDS	135404	136390	-	ATPase RavA
F6GI4_00114	NODE_1_length_146449_cov_17.799534	CDS	136485	137120	-	Ubiquinone biosynthesis O-methyltransferase
F6GI4_00115	NODE_1_length_146449_cov_17.799534	CDS	137126	137527	-	hypothetical protein
F6GI4_00116	NODE_1_length_146449_cov_17.799534	CDS	137651	138355	-	hypothetical protein
F6GI4_00117	NODE_1_length_146449_cov_17.799534	CDS	138538	139398	-	4-hydroxy-tetrahydrodipicolinate reductase
F6GI4_00118	NODE_1_length_146449_cov_17.799534	CDS	139433	139795	-	hypothetical protein
F6GI4_00119	NODE_1_length_146449_cov_17.799534	CDS	139911	140786	-	4-hydroxy-tetrahydrodipicolinate synthase
F6GI4_00120	NODE_1_length_146449_cov_17.799534	CDS	140825	141199	-	hypothetical protein
F6GI4_00121	NODE_1_length_146449_cov_17.799534	CDS	141267	142532	-	Diaminopimelate decarboxylase
F6GI4_00122	NODE_1_length_146449_cov_17.799534	CDS	142678	143334	+	Pyrophosphatase PpaX
F6GI4_00123	NODE_1_length_146449_cov_17.799534	CDS	143516	144793	+	Ammonia channel
F6GI4_00124	NODE_1_length_146449_cov_17.799534	CDS	144812	145153	+	Nitrogen regulatory protein P-II
F6GI4_00125	NODE_1_length_146449_cov_17.799534	CDS	145269	146402	+	putative protein YqeN
F6GI4_00126	NODE_2_length_134553_cov_11.441999	CDS	142	1473	-	Trigger factor
F6GI4_00127	NODE_2_length_134553_cov_11.441999	CDS	1632	2507	-	hypothetical protein
F6GI4_00128	NODE_2_length_134553_cov_11.441999	CDS	2639	3430	+	hypothetical protein
F6GI4_00129	NODE_2_length_134553_cov_11.441999	CDS	3438	7064	+	Methionine synthase
F6GI4_00130	NODE_2_length_134553_cov_11.441999	CDS	7076	8041	+	5%2C10-methylenetetrahydrofolate reductase
F6GI4_00131	NODE_2_length_134553_cov_11.441999	CDS	8044	9189	+	putative hydrolase YxeP
F6GI4_00132	NODE_2_length_134553_cov_11.441999	CDS	9170	11326	+	Ribonuclease R
F6GI4_00133	NODE_2_length_134553_cov_11.441999	CDS	11326	12420	+	Cyclic dehypoxanthine futalosine synthase
F6GI4_00134	NODE_2_length_134553_cov_11.441999	CDS	12425	14248	+	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
F6GI4_00135	NODE_2_length_134553_cov_11.441999	CDS	14261	15358	+	hypothetical protein
F6GI4_00136	NODE_2_length_134553_cov_11.441999	CDS	15481	15672	+	30S ribosomal protein S21
F6GI4_00137	NODE_2_length_134553_cov_11.441999	CDS	15947	16855	+	Arabinose operon regulatory protein
F6GI4_00138	NODE_2_length_134553_cov_11.441999	CDS	17099	18262	+	Bifunctional oligoribonuclease and PAP phosphatase NrnA
F6GI4_00139	NODE_2_length_134553_cov_11.441999	CDS	18282	19685	+	Acetylxylan esterase
F6GI4_00140	NODE_2_length_134553_cov_11.441999	CDS	19694	22327	+	DNA mismatch repair protein MutS
F6GI4_00141	NODE_2_length_134553_cov_11.441999	CDS	22429	23964	+	Arylsulfatase
F6GI4_00142	NODE_2_length_134553_cov_11.441999	CDS	24153	25634	+	Malate-2H(+)/Na(+)-lactate antiporter
F6GI4_00143	NODE_2_length_134553_cov_11.441999	CDS	25638	26288	+	Phosphoglycolate phosphatase
F6GI4_00144	NODE_2_length_134553_cov_11.441999	CDS	26311	27528	+	Peptidase T
F6GI4_00145	NODE_2_length_134553_cov_11.441999	CDS	27539	29449	+	Glutamine-dependent NAD(+) synthetase
F6GI4_00146	NODE_2_length_134553_cov_11.441999	CDS	29549	30940	+	Asparagine--tRNA ligase
F6GI4_00147	NODE_2_length_134553_cov_11.441999	CDS	31000	32436	+	RNA polymerase sigma-54 factor
F6GI4_00148	NODE_2_length_134553_cov_11.441999	CDS	32683	35163	-	Beta-galactosidase BoGH2A
F6GI4_00149	NODE_2_length_134553_cov_11.441999	CDS	35166	36491	-	Iota-carrageenase
F6GI4_00150	NODE_2_length_134553_cov_11.441999	CDS	36599	38032	-	Arylsulfatase
F6GI4_00151	NODE_2_length_134553_cov_11.441999	CDS	38037	39749	-	hypothetical protein
F6GI4_00152	NODE_2_length_134553_cov_11.441999	CDS	39794	41860	-	hypothetical protein
F6GI4_00153	NODE_2_length_134553_cov_11.441999	CDS	41904	43664	-	SusD-like protein
F6GI4_00154	NODE_2_length_134553_cov_11.441999	CDS	43720	46794	-	TonB-dependent receptor SusC
F6GI4_00155	NODE_2_length_134553_cov_11.441999	CDS	46820	48178	-	Arylsulfatase
F6GI4_00156	NODE_2_length_134553_cov_11.441999	CDS	48201	50039	-	Alpha-1%2C3-galactosidase B
F6GI4_00157	NODE_2_length_134553_cov_11.441999	CDS	50229	54302	+	Sensor histidine kinase TmoS
F6GI4_00158	NODE_2_length_134553_cov_11.441999	CDS	54534	55898	-	Iota-carrageenase
F6GI4_00159	NODE_2_length_134553_cov_11.441999	CDS	56061	57386	-	Glucose-6-phosphate isomerase
F6GI4_00160	NODE_2_length_134553_cov_11.441999	CDS	57488	58495	-	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
F6GI4_00161	NODE_2_length_134553_cov_11.441999	CDS	58688	59707	+	MreB-like protein
F6GI4_00162	NODE_2_length_134553_cov_11.441999	CDS	60012	60863	+	Cell shape-determining protein MreC
F6GI4_00163	NODE_2_length_134553_cov_11.441999	CDS	60867	61385	+	hypothetical protein
F6GI4_00164	NODE_2_length_134553_cov_11.441999	CDS	61401	63254	+	Peptidoglycan D%2CD-transpeptidase MrdA
F6GI4_00165	NODE_2_length_134553_cov_11.441999	CDS	63257	64711	+	Peptidoglycan glycosyltransferase MrdB
F6GI4_00166	NODE_2_length_134553_cov_11.441999	CDS	64941	65912	-	hypothetical protein
F6GI4_00167	NODE_2_length_134553_cov_11.441999	CDS	66085	68346	-	Pesticin receptor
F6GI4_00168	NODE_2_length_134553_cov_11.441999	CDS	68564	70021	-	putative glutamate/gamma-aminobutyrate antiporter
F6GI4_00169	NODE_2_length_134553_cov_11.441999	CDS	70120	70830	-	hypothetical protein
F6GI4_00170	NODE_2_length_134553_cov_11.441999	CDS	70835	71905	-	putative protein YqeN
F6GI4_00171	NODE_2_length_134553_cov_11.441999	CDS	71909	73255	-	tRNA(Ile)-lysidine synthase
F6GI4_00172	NODE_2_length_134553_cov_11.441999	CDS	73259	74278	-	UDP-N-acetylenolpyruvoylglucosamine reductase
F6GI4_00173	NODE_2_length_134553_cov_11.441999	CDS	74356	75792	+	hypothetical protein
F6GI4_00174	NODE_2_length_134553_cov_11.441999	CDS	75922	76536	+	V-type proton ATPase subunit E
F6GI4_00175	NODE_2_length_134553_cov_11.441999	CDS	76541	77386	+	hypothetical protein
F6GI4_00176	NODE_2_length_134553_cov_11.441999	CDS	77401	79155	+	V-type sodium ATPase catalytic subunit A
F6GI4_00177	NODE_2_length_134553_cov_11.441999	CDS	79167	80486	+	V-type sodium ATPase subunit B
F6GI4_00178	NODE_2_length_134553_cov_11.441999	CDS	80506	81117	+	V-type ATP synthase subunit D
F6GI4_00179	NODE_2_length_134553_cov_11.441999	CDS	81114	82943	+	hypothetical protein
F6GI4_00180	NODE_2_length_134553_cov_11.441999	CDS	82979	83443	+	V-type sodium ATPase subunit K
F6GI4_00181	NODE_2_length_134553_cov_11.441999	CDS	83574	84176	+	hypothetical protein
F6GI4_00182	NODE_2_length_134553_cov_11.441999	CDS	84181	84978	+	hypothetical protein
F6GI4_00183	NODE_2_length_134553_cov_11.441999	CDS	85058	85477	-	hypothetical protein
F6GI4_00184	NODE_2_length_134553_cov_11.441999	CDS	85625	87154	-	2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase
F6GI4_00185	NODE_2_length_134553_cov_11.441999	CDS	87235	89847	-	Alanine--tRNA ligase
F6GI4_00186	NODE_2_length_134553_cov_11.441999	CDS	89871	90947	+	Murein DD-endopeptidase MepM
F6GI4_00187	NODE_2_length_134553_cov_11.441999	CDS	90951	91907	+	Murein DD-endopeptidase MepM
F6GI4_00188	NODE_2_length_134553_cov_11.441999	CDS	91944	92501	+	Beta-phosphoglucomutase
F6GI4_00189	NODE_2_length_134553_cov_11.441999	CDS	92730	94511	+	hypothetical protein
F6GI4_00190	NODE_2_length_134553_cov_11.441999	CDS	94977	96251	-	hypothetical protein
F6GI4_00191	NODE_2_length_134553_cov_11.441999	CDS	96353	99061	-	TonB-dependent receptor SusC
F6GI4_00192	NODE_2_length_134553_cov_11.441999	CDS	99182	100870	-	C4-dicarboxylic acid transporter DauA
F6GI4_00193	NODE_2_length_134553_cov_11.441999	CDS	101002	103902	-	ATP-dependent helicase/deoxyribonuclease subunit B
F6GI4_00194	NODE_2_length_134553_cov_11.441999	CDS	103904	104623	-	hypothetical protein
F6GI4_00195	NODE_2_length_134553_cov_11.441999	CDS	104653	107844	+	ATP-dependent helicase/nuclease subunit A
F6GI4_00196	NODE_2_length_134553_cov_11.441999	CDS	107937	109079	+	hypothetical protein
F6GI4_00197	NODE_2_length_134553_cov_11.441999	CDS	109092	111536	+	hypothetical protein
F6GI4_00198	NODE_2_length_134553_cov_11.441999	CDS	111547	112422	+	hypothetical protein
F6GI4_00199	NODE_2_length_134553_cov_11.441999	CDS	112845	113990	+	hypothetical protein
F6GI4_00200	NODE_2_length_134553_cov_11.441999	CDS	114094	117270	-	hypothetical protein
F6GI4_00201	NODE_2_length_134553_cov_11.441999	CDS	117447	118313	-	hypothetical protein
F6GI4_00202	NODE_2_length_134553_cov_11.441999	CDS	118396	119568	-	hypothetical protein
F6GI4_00203	NODE_2_length_134553_cov_11.441999	CDS	119619	120626	-	hypothetical protein
F6GI4_00204	NODE_2_length_134553_cov_11.441999	CDS	120623	121855	-	hypothetical protein
F6GI4_00205	NODE_2_length_134553_cov_11.441999	CDS	121938	123224	+	Aldose 1-epimerase
F6GI4_00206	NODE_2_length_134553_cov_11.441999	CDS	123637	125481	+	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
F6GI4_00207	NODE_2_length_134553_cov_11.441999	CDS	125826	126680	+	4-hydroxy-tetrahydrodipicolinate synthase
F6GI4_00208	NODE_2_length_134553_cov_11.441999	CDS	126690	127448	+	hypothetical protein
F6GI4_00209	NODE_2_length_134553_cov_11.441999	CDS	127451	128773	+	hypothetical protein
F6GI4_00210	NODE_2_length_134553_cov_11.441999	CDS	128774	131581	-	putative zinc protease
F6GI4_00211	NODE_2_length_134553_cov_11.441999	CDS	131701	133389	-	Transcription termination factor Rho
F6GI4_00212	NODE_2_length_134553_cov_11.441999	CDS	133519	133998	-	hypothetical protein
F6GI4_00213	NODE_2_length_134553_cov_11.441999	CDS	134093	134332	+	hypothetical protein
F6GI4_00214	NODE_3_length_123282_cov_17.442241	CDS	61	348	+	DNA-binding protein HU-beta
F6GI4_00215	NODE_3_length_123282_cov_17.442241	CDS	446	601	+	hypothetical protein
F6GI4_00216	NODE_3_length_123282_cov_17.442241	CDS	611	1537	+	D-alanyl-D-alanine carboxypeptidase DacF
F6GI4_00217	NODE_3_length_123282_cov_17.442241	CDS	1590	3101	-	Arylsulfatase
F6GI4_00218	NODE_3_length_123282_cov_17.442241	CDS	3148	4500	-	Regulatory protein AtoC
F6GI4_00219	NODE_3_length_123282_cov_17.442241	CDS	4522	5682	-	Sporulation kinase A
F6GI4_00220	NODE_3_length_123282_cov_17.442241	CDS	5801	6181	-	2-iminobutanoate/2-iminopropanoate deaminase
F6GI4_00221	NODE_3_length_123282_cov_17.442241	CDS	6273	7751	+	Lysine--tRNA ligase
F6GI4_00222	NODE_3_length_123282_cov_17.442241	CDS	7810	9024	-	hypothetical protein
F6GI4_00223	NODE_3_length_123282_cov_17.442241	CDS	9039	9512	-	Ribosomal RNA large subunit methyltransferase H
F6GI4_00224	NODE_3_length_123282_cov_17.442241	CDS	9566	10936	-	Anaerobic sulfatase-maturating enzyme
F6GI4_00225	NODE_3_length_123282_cov_17.442241	CDS	11097	12017	+	hypothetical protein
F6GI4_00226	NODE_3_length_123282_cov_17.442241	CDS	12068	12946	-	hypothetical protein
F6GI4_00227	NODE_3_length_123282_cov_17.442241	CDS	12996	14153	-	Cell division protein FtsZ
F6GI4_00228	NODE_3_length_123282_cov_17.442241	CDS	14153	15352	-	Cell division protein FtsA
F6GI4_00229	NODE_3_length_123282_cov_17.442241	CDS	15377	16237	-	Cell division protein FtsQ
F6GI4_00230	NODE_3_length_123282_cov_17.442241	CDS	16237	17220	-	D-alanine--D-alanine ligase B
F6GI4_00231	NODE_3_length_123282_cov_17.442241	CDS	17187	18287	-	Recombination-associated protein RdgC
F6GI4_00232	NODE_3_length_123282_cov_17.442241	CDS	18443	19045	-	30S ribosomal protein S4
F6GI4_00233	NODE_3_length_123282_cov_17.442241	CDS	19319	20356	-	Agmatine deiminase
F6GI4_00234	NODE_3_length_123282_cov_17.442241	CDS	20462	21496	+	Dual-specificity RNA methyltransferase RlmN
F6GI4_00235	NODE_3_length_123282_cov_17.442241	CDS	21493	22206	+	hypothetical protein
F6GI4_00236	NODE_3_length_123282_cov_17.442241	CDS	22226	22903	-	Beta-barrel assembly-enhancing protease
F6GI4_00237	NODE_3_length_123282_cov_17.442241	CDS	22905	23849	-	CdaA regulatory protein CdaR
F6GI4_00238	NODE_3_length_123282_cov_17.442241	CDS	23853	24689	-	Cyclic di-AMP synthase CdaA
F6GI4_00239	NODE_3_length_123282_cov_17.442241	CDS	24682	25533	-	Dihydropteroate synthase
F6GI4_00240	NODE_3_length_123282_cov_17.442241	CDS	25660	27759	-	ATP-dependent zinc metalloprotease FtsH
F6GI4_00241	NODE_3_length_123282_cov_17.442241	CDS	27852	30386	-	Protein TolB
F6GI4_00242	NODE_3_length_123282_cov_17.442241	CDS	30570	31034	+	tRNA-specific adenosine deaminase
F6GI4_00243	NODE_3_length_123282_cov_17.442241	CDS	31367	32122	+	8-amino-3%2C8-dideoxy-manno-octulosonate cytidylyltransferase
F6GI4_00244	NODE_3_length_123282_cov_17.442241	CDS	32154	32660	+	AP-4-A phosphorylase
F6GI4_00245	NODE_3_length_123282_cov_17.442241	CDS	32761	33987	+	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
F6GI4_00246	NODE_3_length_123282_cov_17.442241	CDS	34103	34624	-	hypothetical protein
F6GI4_00247	NODE_3_length_123282_cov_17.442241	CDS	34996	35466	-	hypothetical protein
F6GI4_00248	NODE_3_length_123282_cov_17.442241	CDS	35681	36991	-	putative protease YdcP
F6GI4_00249	NODE_3_length_123282_cov_17.442241	CDS	36988	37899	-	putative cystine transporter YijE
F6GI4_00250	NODE_3_length_123282_cov_17.442241	CDS	38034	38804	+	hypothetical protein
F6GI4_00251	NODE_3_length_123282_cov_17.442241	CDS	38912	40324	+	hypothetical protein
F6GI4_00252	NODE_3_length_123282_cov_17.442241	CDS	40338	41267	+	D-threonate 4-phosphate dehydrogenase
