scf_id	seq_type	start	end	strand	locus_tag	product
NODE_4_length_79659_cov_76.046317	CDS	69461	70159	-	F6GI3_00389	hypothetical protein
NODE_4_length_79659_cov_76.046317	CDS	70299	71636	+	F6GI3_00390	Multidrug export protein MepA
NODE_4_length_79659_cov_76.046317	CDS	71987	72193	+	F6GI3_00391	hypothetical protein
NODE_4_length_79659_cov_76.046317	CDS	72315	72974	+	F6GI3_00392	Deoxyguanosine kinase
NODE_4_length_79659_cov_76.046317	CDS	72974	73627	+	F6GI3_00393	Deoxyadenosine/deoxycytidine kinase
NODE_4_length_79659_cov_76.046317	CDS	73650	73883	-	F6GI3_00394	hypothetical protein
NODE_4_length_79659_cov_76.046317	CDS	73997	74782	+	F6GI3_00395	hypothetical protein
NODE_4_length_79659_cov_76.046317	CDS	74823	79286	-	F6GI3_00396	Collagen adhesin
NODE_1_length_146449_cov_17.799534	CDS	2542	6342	-	F6GI4_00001	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	6469	7143	-	F6GI4_00002	N-(5'-phosphoribosyl)anthranilate isomerase
NODE_1_length_146449_cov_17.799534	CDS	7155	10043	-	F6GI4_00003	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	10239	12053	-	F6GI4_00004	Vitamin B12 transporter BtuB
NODE_1_length_146449_cov_17.799534	CDS	12427	13113	+	F6GI4_00005	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	13172	13945	+	F6GI4_00006	Nucleoside triphosphate pyrophosphohydrolase
NODE_1_length_146449_cov_17.799534	CDS	13995	14330	+	F6GI4_00007	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	14396	15502	+	F6GI4_00008	Alanine racemase 1
NODE_1_length_146449_cov_17.799534	CDS	15499	16275	-	F6GI4_00009	HTH-type transcriptional activator Btr
NODE_1_length_146449_cov_17.799534	CDS	16446	17186	-	F6GI4_00010	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	17183	17440	-	F6GI4_00011	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	17545	18879	-	F6GI4_00012	putative FMN/FAD exporter YeeO
NODE_1_length_146449_cov_17.799534	CDS	19044	19382	+	F6GI4_00013	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	19449	20558	-	F6GI4_00014	HTH-type transcriptional regulator DegA
NODE_1_length_146449_cov_17.799534	CDS	20769	22175	+	F6GI4_00015	Polyol:NADP oxidoreductase
NODE_1_length_146449_cov_17.799534	CDS	22179	23495	+	F6GI4_00016	L-fucose-proton symporter
NODE_1_length_146449_cov_17.799534	CDS	23535	24410	+	F6GI4_00017	ATP-dependent 6-phosphofructokinase
NODE_1_length_146449_cov_17.799534	CDS	24461	25138	+	F6GI4_00018	hypothetical protein
NODE_1_length_146449_cov_17.799534	tRNA	25268	25342	-	F6GI4_00019	tRNA-Asn(gtt)
NODE_1_length_146449_cov_17.799534	tRNA	25557	25631	-	F6GI4_00020	tRNA-Asn(gtt)
NODE_1_length_146449_cov_17.799534	tRNA	25691	25765	-	F6GI4_00021	tRNA-Asn(gtt)
NODE_1_length_146449_cov_17.799534	CDS	25879	26535	-	F6GI4_00022	Recombination protein RecR
NODE_1_length_146449_cov_17.799534	CDS	26610	26924	-	F6GI4_00023	Nucleoid-associated protein
NODE_1_length_146449_cov_17.799534	CDS	27115	28074	+	F6GI4_00024	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	28071	28196	+	F6GI4_00025	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	28186	31032	-	F6GI4_00026	Signal transduction histidine-protein kinase BarA
NODE_1_length_146449_cov_17.799534	CDS	31365	32750	-	F6GI4_00027	DNA polymerase III subunit tau
NODE_1_length_146449_cov_17.799534	CDS	33058	33957	-	F6GI4_00028	Pectin degradation repressor protein KdgR
NODE_1_length_146449_cov_17.799534	CDS	34054	34908	+	F6GI4_00029	2-hydroxyhexa-2%2C4-dienoate hydratase
NODE_1_length_146449_cov_17.799534	CDS	34951	36558	-	F6GI4_00030	Glutamine-dependent NAD(+) synthetase
NODE_1_length_146449_cov_17.799534	CDS	36667	38478	-	F6GI4_00031	Aminodeoxychorismate synthase component 1
NODE_1_length_146449_cov_17.799534	CDS	38517	39749	+	F6GI4_00032	DNA ligase
NODE_1_length_146449_cov_17.799534	CDS	39800	40744	+	F6GI4_00033	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	40758	40958	+	F6GI4_00034	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	41008	43863	-	F6GI4_00035	DNA polymerase I
NODE_1_length_146449_cov_17.799534	CDS	44137	45171	+	F6GI4_00036	Arsenical-resistance protein Acr3
NODE_1_length_146449_cov_17.799534	CDS	45259	46860	-	F6GI4_00037	Metalloprotease TldD
NODE_1_length_146449_cov_17.799534	CDS	46860	48230	-	F6GI4_00038	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	48342	49544	-	F6GI4_00039	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	49796	50968	+	F6GI4_00040	Peptidase T
NODE_1_length_146449_cov_17.799534	CDS	51033	51755	-	F6GI4_00041	Glutamine transport ATP-binding protein GlnQ
NODE_1_length_146449_cov_17.799534	CDS	51739	52422	-	F6GI4_00042	L-cystine transport system permease protein YecS
NODE_1_length_146449_cov_17.799534	CDS	52429	53190	-	F6GI4_00043	Glutamine-binding periplasmic protein
NODE_1_length_146449_cov_17.799534	CDS	53319	54050	-	F6GI4_00044	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	54334	55176	-	F6GI4_00045	putative protein YgaU
NODE_1_length_146449_cov_17.799534	CDS	55133	56176	-	F6GI4_00046	FAD:protein FMN transferase
NODE_1_length_146449_cov_17.799534	CDS	56352	56927	+	F6GI4_00047	V-type proton ATPase subunit E
NODE_1_length_146449_cov_17.799534	CDS	56948	57469	+	F6GI4_00048	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	57516	59249	+	F6GI4_00049	V-type sodium ATPase catalytic subunit A
NODE_1_length_146449_cov_17.799534	CDS	59242	60537	+	F6GI4_00050	V-type sodium ATPase subunit B
NODE_1_length_146449_cov_17.799534	CDS	60600	60998	+	F6GI4_00051	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	61053	61649	+	F6GI4_00052	V-type ATP synthase subunit D
NODE_1_length_146449_cov_17.799534	CDS	61646	63388	+	F6GI4_00053	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	63438	63902	+	F6GI4_00054	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	64118	65086	+	F6GI4_00055	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	65306	65914	+	F6GI4_00056	DNA polymerase III PolC-type
NODE_1_length_146449_cov_17.799534	CDS	66090	66773	+	F6GI4_00057	Aquaporin Z 2
NODE_1_length_146449_cov_17.799534	CDS	66816	68585	-	F6GI4_00058	putative ABC transporter ATP-binding protein
NODE_1_length_146449_cov_17.799534	CDS	68585	70330	-	F6GI4_00059	Putative multidrug export ATP-binding/permease protein
NODE_1_length_146449_cov_17.799534	CDS	70663	72177	+	F6GI4_00060	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	72440	73396	-	F6GI4_00061	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	73606	74640	-	F6GI4_00062	putative tRNA-dihydrouridine synthase
NODE_1_length_146449_cov_17.799534	CDS	74642	75208	-	F6GI4_00063	Elongation factor P-like protein
NODE_1_length_146449_cov_17.799534	CDS	75419	76045	-	F6GI4_00064	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	76638	77624	+	F6GI4_00065	Zinc-type alcohol dehydrogenase-like protein
NODE_1_length_146449_cov_17.799534	CDS	77795	79327	-	F6GI4_00066	D-amino acid dehydrogenase
NODE_1_length_146449_cov_17.799534	CDS	79435	79677	+	F6GI4_00067	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	79633	80817	-	F6GI4_00068	Erythronate-4-phosphate dehydrogenase
NODE_1_length_146449_cov_17.799534	CDS	80898	81767	+	F6GI4_00069	Ribosomal protein L11 methyltransferase
NODE_1_length_146449_cov_17.799534	CDS	81849	82811	-	F6GI4_00070	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	82939	85143	-	F6GI4_00071	Iota-carrageenase
NODE_1_length_146449_cov_17.799534	CDS	85228	86652	-	F6GI4_00072	Iota-carrageenase
NODE_1_length_146449_cov_17.799534	CDS	86855	87499	-	F6GI4_00073	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	87584	88954	-	F6GI4_00074	ATP-dependent 6-phosphofructokinase
NODE_1_length_146449_cov_17.799534	CDS	89157	89972	+	F6GI4_00075	Acetylxylan esterase
NODE_1_length_146449_cov_17.799534	CDS	90213	92891	-	F6GI4_00076	DNA gyrase subunit A
NODE_1_length_146449_cov_17.799534	CDS	92895	94850	-	F6GI4_00077	DNA gyrase subunit B
NODE_1_length_146449_cov_17.799534	CDS	95052	96941	+	F6GI4_00078	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	97052	98254	+	F6GI4_00079	Bifunctional PGK/TIM
NODE_1_length_146449_cov_17.799534	CDS	98309	99844	-	F6GI4_00080	Competence protein ComM
NODE_1_length_146449_cov_17.799534	CDS	100364	100822	+	F6GI4_00081	Transcriptional regulator MraZ
NODE_1_length_146449_cov_17.799534	CDS	100838	101758	+	F6GI4_00082	Ribosomal RNA small subunit methyltransferase H
NODE_1_length_146449_cov_17.799534	CDS	101758	102135	+	F6GI4_00083	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	102132	103907	+	F6GI4_00084	putative peptidoglycan D%2CD-transpeptidase PenA
NODE_1_length_146449_cov_17.799534	CDS	103916	105376	+	F6GI4_00085	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase
NODE_1_length_146449_cov_17.799534	CDS	105376	106704	+	F6GI4_00086	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
NODE_1_length_146449_cov_17.799534	CDS	106707	107861	+	F6GI4_00087	Phospho-N-acetylmuramoyl-pentapeptide-transferase
NODE_1_length_146449_cov_17.799534	CDS	107861	109165	+	F6GI4_00088	UDP-N-acetylmuramoylalanine--D-glutamate ligase
NODE_1_length_146449_cov_17.799534	CDS	109158	110231	+	F6GI4_00089	Autolysin
NODE_1_length_146449_cov_17.799534	CDS	110415	110855	+	F6GI4_00090	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
NODE_1_length_146449_cov_17.799534	CDS	110849	111529	+	F6GI4_00091	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
NODE_1_length_146449_cov_17.799534	CDS	111532	111906	+	F6GI4_00092	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	111956	113242	-	F6GI4_00093	GTPase HflX
NODE_1_length_146449_cov_17.799534	CDS	113254	114165	-	F6GI4_00094	tRNA dimethylallyltransferase
NODE_1_length_146449_cov_17.799534	CDS	114158	114649	-	F6GI4_00095	Lipoprotein signal peptidase
NODE_1_length_146449_cov_17.799534	CDS	114824	115216	-	F6GI4_00096	General stress protein 16O
NODE_1_length_146449_cov_17.799534	CDS	115606	118731	-	F6GI4_00097	Isoleucine--tRNA ligase
NODE_1_length_146449_cov_17.799534	CDS	118973	120166	+	F6GI4_00098	Bifunctional protein GlmU
NODE_1_length_146449_cov_17.799534	CDS	120169	121521	+	F6GI4_00099	Phosphoglucosamine mutase
NODE_1_length_146449_cov_17.799534	CDS	121521	122936	+	F6GI4_00100	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	123066	123809	+	F6GI4_00101	putative phospholipid ABC transporter permease protein MlaE
NODE_1_length_146449_cov_17.799534	CDS	123806	124564	+	F6GI4_00102	putative ribonucleotide transport ATP-binding protein mkl
NODE_1_length_146449_cov_17.799534	CDS	124566	125552	+	F6GI4_00103	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	125681	126370	-	F6GI4_00104	Orotidine 5'-phosphate decarboxylase
NODE_1_length_146449_cov_17.799534	CDS	126608	127348	-	F6GI4_00105	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	127348	129129	-	F6GI4_00106	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	129284	130822	-	F6GI4_00107	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	130819	131826	-	F6GI4_00108	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	131823	132803	-	F6GI4_00109	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	132800	133756	-	F6GI4_00110	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	133753	134730	-	F6GI4_00111	putative protein
NODE_1_length_146449_cov_17.799534	CDS	134786	135139	-	F6GI4_00112	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	135404	136390	-	F6GI4_00113	ATPase RavA
NODE_1_length_146449_cov_17.799534	CDS	136485	137120	-	F6GI4_00114	Ubiquinone biosynthesis O-methyltransferase
NODE_1_length_146449_cov_17.799534	CDS	137126	137527	-	F6GI4_00115	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	137651	138355	-	F6GI4_00116	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	138538	139398	-	F6GI4_00117	4-hydroxy-tetrahydrodipicolinate reductase
NODE_1_length_146449_cov_17.799534	CDS	139433	139795	-	F6GI4_00118	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	139911	140786	-	F6GI4_00119	4-hydroxy-tetrahydrodipicolinate synthase
NODE_1_length_146449_cov_17.799534	CDS	140825	141199	-	F6GI4_00120	hypothetical protein
NODE_1_length_146449_cov_17.799534	CDS	141267	142532	-	F6GI4_00121	Diaminopimelate decarboxylase
NODE_1_length_146449_cov_17.799534	CDS	142678	143334	+	F6GI4_00122	Pyrophosphatase PpaX
NODE_1_length_146449_cov_17.799534	CDS	143516	144793	+	F6GI4_00123	Ammonia channel
NODE_1_length_146449_cov_17.799534	CDS	144812	145153	+	F6GI4_00124	Nitrogen regulatory protein P-II
NODE_1_length_146449_cov_17.799534	CDS	145269	146402	+	F6GI4_00125	putative protein YqeN
NODE_2_length_134553_cov_11.441999	CDS	142	1473	-	F6GI4_00126	Trigger factor
NODE_2_length_134553_cov_11.441999	CDS	1632	2507	-	F6GI4_00127	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	2639	3430	+	F6GI4_00128	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	3438	7064	+	F6GI4_00129	Methionine synthase
NODE_2_length_134553_cov_11.441999	CDS	7076	8041	+	F6GI4_00130	5%2C10-methylenetetrahydrofolate reductase
NODE_2_length_134553_cov_11.441999	CDS	8044	9189	+	F6GI4_00131	putative hydrolase YxeP
NODE_2_length_134553_cov_11.441999	CDS	9170	11326	+	F6GI4_00132	Ribonuclease R
NODE_2_length_134553_cov_11.441999	CDS	11326	12420	+	F6GI4_00133	Cyclic dehypoxanthine futalosine synthase
NODE_2_length_134553_cov_11.441999	CDS	12425	14248	+	F6GI4_00134	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
NODE_2_length_134553_cov_11.441999	CDS	14261	15358	+	F6GI4_00135	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	15481	15672	+	F6GI4_00136	30S ribosomal protein S21
NODE_2_length_134553_cov_11.441999	CDS	15947	16855	+	F6GI4_00137	Arabinose operon regulatory protein
NODE_2_length_134553_cov_11.441999	CDS	17099	18262	+	F6GI4_00138	Bifunctional oligoribonuclease and PAP phosphatase NrnA
NODE_2_length_134553_cov_11.441999	CDS	18282	19685	+	F6GI4_00139	Acetylxylan esterase
NODE_2_length_134553_cov_11.441999	CDS	19694	22327	+	F6GI4_00140	DNA mismatch repair protein MutS
NODE_2_length_134553_cov_11.441999	CDS	22429	23964	+	F6GI4_00141	Arylsulfatase
NODE_2_length_134553_cov_11.441999	CDS	24153	25634	+	F6GI4_00142	Malate-2H(+)/Na(+)-lactate antiporter
NODE_2_length_134553_cov_11.441999	CDS	25638	26288	+	F6GI4_00143	Phosphoglycolate phosphatase
NODE_2_length_134553_cov_11.441999	CDS	26311	27528	+	F6GI4_00144	Peptidase T
NODE_2_length_134553_cov_11.441999	CDS	27539	29449	+	F6GI4_00145	Glutamine-dependent NAD(+) synthetase
NODE_2_length_134553_cov_11.441999	CDS	29549	30940	+	F6GI4_00146	Asparagine--tRNA ligase
NODE_2_length_134553_cov_11.441999	CDS	31000	32436	+	F6GI4_00147	RNA polymerase sigma-54 factor
NODE_2_length_134553_cov_11.441999	CDS	32683	35163	-	F6GI4_00148	Beta-galactosidase BoGH2A
NODE_2_length_134553_cov_11.441999	CDS	35166	36491	-	F6GI4_00149	Iota-carrageenase
NODE_2_length_134553_cov_11.441999	CDS	36599	38032	-	F6GI4_00150	Arylsulfatase
NODE_2_length_134553_cov_11.441999	CDS	38037	39749	-	F6GI4_00151	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	39794	41860	-	F6GI4_00152	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	41904	43664	-	F6GI4_00153	SusD-like protein
NODE_2_length_134553_cov_11.441999	CDS	43720	46794	-	F6GI4_00154	TonB-dependent receptor SusC
NODE_2_length_134553_cov_11.441999	CDS	46820	48178	-	F6GI4_00155	Arylsulfatase
NODE_2_length_134553_cov_11.441999	CDS	48201	50039	-	F6GI4_00156	Alpha-1%2C3-galactosidase B
NODE_2_length_134553_cov_11.441999	CDS	50229	54302	+	F6GI4_00157	Sensor histidine kinase TmoS
NODE_2_length_134553_cov_11.441999	CDS	54534	55898	-	F6GI4_00158	Iota-carrageenase
NODE_2_length_134553_cov_11.441999	CDS	56061	57386	-	F6GI4_00159	Glucose-6-phosphate isomerase
NODE_2_length_134553_cov_11.441999	CDS	57488	58495	-	F6GI4_00160	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
NODE_2_length_134553_cov_11.441999	CDS	58688	59707	+	F6GI4_00161	MreB-like protein
NODE_2_length_134553_cov_11.441999	CDS	60012	60863	+	F6GI4_00162	Cell shape-determining protein MreC
NODE_2_length_134553_cov_11.441999	CDS	60867	61385	+	F6GI4_00163	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	61401	63254	+	F6GI4_00164	Peptidoglycan D%2CD-transpeptidase MrdA
NODE_2_length_134553_cov_11.441999	CDS	63257	64711	+	F6GI4_00165	Peptidoglycan glycosyltransferase MrdB
NODE_2_length_134553_cov_11.441999	CDS	64941	65912	-	F6GI4_00166	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	66085	68346	-	F6GI4_00167	Pesticin receptor
NODE_2_length_134553_cov_11.441999	CDS	68564	70021	-	F6GI4_00168	putative glutamate/gamma-aminobutyrate antiporter
NODE_2_length_134553_cov_11.441999	CDS	70120	70830	-	F6GI4_00169	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	70835	71905	-	F6GI4_00170	putative protein YqeN
NODE_2_length_134553_cov_11.441999	CDS	71909	73255	-	F6GI4_00171	tRNA(Ile)-lysidine synthase
NODE_2_length_134553_cov_11.441999	CDS	73259	74278	-	F6GI4_00172	UDP-N-acetylenolpyruvoylglucosamine reductase
NODE_2_length_134553_cov_11.441999	CDS	74356	75792	+	F6GI4_00173	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	75922	76536	+	F6GI4_00174	V-type proton ATPase subunit E
NODE_2_length_134553_cov_11.441999	CDS	76541	77386	+	F6GI4_00175	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	77401	79155	+	F6GI4_00176	V-type sodium ATPase catalytic subunit A
NODE_2_length_134553_cov_11.441999	CDS	79167	80486	+	F6GI4_00177	V-type sodium ATPase subunit B
NODE_2_length_134553_cov_11.441999	CDS	80506	81117	+	F6GI4_00178	V-type ATP synthase subunit D
NODE_2_length_134553_cov_11.441999	CDS	81114	82943	+	F6GI4_00179	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	82979	83443	+	F6GI4_00180	V-type sodium ATPase subunit K
NODE_2_length_134553_cov_11.441999	CDS	83574	84176	+	F6GI4_00181	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	84181	84978	+	F6GI4_00182	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	85058	85477	-	F6GI4_00183	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	85625	87154	-	F6GI4_00184	2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase
NODE_2_length_134553_cov_11.441999	CDS	87235	89847	-	F6GI4_00185	Alanine--tRNA ligase
NODE_2_length_134553_cov_11.441999	CDS	89871	90947	+	F6GI4_00186	Murein DD-endopeptidase MepM
NODE_2_length_134553_cov_11.441999	CDS	90951	91907	+	F6GI4_00187	Murein DD-endopeptidase MepM
NODE_2_length_134553_cov_11.441999	CDS	91944	92501	+	F6GI4_00188	Beta-phosphoglucomutase
NODE_2_length_134553_cov_11.441999	CDS	92730	94511	+	F6GI4_00189	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	94977	96251	-	F6GI4_00190	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	96353	99061	-	F6GI4_00191	TonB-dependent receptor SusC
NODE_2_length_134553_cov_11.441999	CDS	99182	100870	-	F6GI4_00192	C4-dicarboxylic acid transporter DauA
NODE_2_length_134553_cov_11.441999	CDS	101002	103902	-	F6GI4_00193	ATP-dependent helicase/deoxyribonuclease subunit B
NODE_2_length_134553_cov_11.441999	CDS	103904	104623	-	F6GI4_00194	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	104653	107844	+	F6GI4_00195	ATP-dependent helicase/nuclease subunit A
NODE_2_length_134553_cov_11.441999	CDS	107937	109079	+	F6GI4_00196	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	109092	111536	+	F6GI4_00197	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	111547	112422	+	F6GI4_00198	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	112845	113990	+	F6GI4_00199	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	114094	117270	-	F6GI4_00200	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	117447	118313	-	F6GI4_00201	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	118396	119568	-	F6GI4_00202	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	119619	120626	-	F6GI4_00203	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	120623	121855	-	F6GI4_00204	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	121938	123224	+	F6GI4_00205	Aldose 1-epimerase
NODE_2_length_134553_cov_11.441999	CDS	123637	125481	+	F6GI4_00206	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
NODE_2_length_134553_cov_11.441999	CDS	125826	126680	+	F6GI4_00207	4-hydroxy-tetrahydrodipicolinate synthase
NODE_2_length_134553_cov_11.441999	CDS	126690	127448	+	F6GI4_00208	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	127451	128773	+	F6GI4_00209	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	128774	131581	-	F6GI4_00210	putative zinc protease
NODE_2_length_134553_cov_11.441999	CDS	131701	133389	-	F6GI4_00211	Transcription termination factor Rho
NODE_2_length_134553_cov_11.441999	CDS	133519	133998	-	F6GI4_00212	hypothetical protein
NODE_2_length_134553_cov_11.441999	CDS	134093	134332	+	F6GI4_00213	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	61	348	+	F6GI4_00214	DNA-binding protein HU-beta
NODE_3_length_123282_cov_17.442241	CDS	446	601	+	F6GI4_00215	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	611	1537	+	F6GI4_00216	D-alanyl-D-alanine carboxypeptidase DacF
NODE_3_length_123282_cov_17.442241	CDS	1590	3101	-	F6GI4_00217	Arylsulfatase
NODE_3_length_123282_cov_17.442241	CDS	3148	4500	-	F6GI4_00218	Regulatory protein AtoC
NODE_3_length_123282_cov_17.442241	CDS	4522	5682	-	F6GI4_00219	Sporulation kinase A
NODE_3_length_123282_cov_17.442241	CDS	5801	6181	-	F6GI4_00220	2-iminobutanoate/2-iminopropanoate deaminase
NODE_3_length_123282_cov_17.442241	CDS	6273	7751	+	F6GI4_00221	Lysine--tRNA ligase
NODE_3_length_123282_cov_17.442241	CDS	7810	9024	-	F6GI4_00222	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	9039	9512	-	F6GI4_00223	Ribosomal RNA large subunit methyltransferase H
NODE_3_length_123282_cov_17.442241	CDS	9566	10936	-	F6GI4_00224	Anaerobic sulfatase-maturating enzyme
NODE_3_length_123282_cov_17.442241	CDS	11097	12017	+	F6GI4_00225	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	12068	12946	-	F6GI4_00226	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	12996	14153	-	F6GI4_00227	Cell division protein FtsZ
NODE_3_length_123282_cov_17.442241	CDS	14153	15352	-	F6GI4_00228	Cell division protein FtsA
NODE_3_length_123282_cov_17.442241	CDS	15377	16237	-	F6GI4_00229	Cell division protein FtsQ
NODE_3_length_123282_cov_17.442241	CDS	16237	17220	-	F6GI4_00230	D-alanine--D-alanine ligase B
NODE_3_length_123282_cov_17.442241	CDS	17187	18287	-	F6GI4_00231	Recombination-associated protein RdgC
NODE_3_length_123282_cov_17.442241	CDS	18443	19045	-	F6GI4_00232	30S ribosomal protein S4
NODE_3_length_123282_cov_17.442241	CDS	19319	20356	-	F6GI4_00233	Agmatine deiminase
NODE_3_length_123282_cov_17.442241	CDS	20462	21496	+	F6GI4_00234	Dual-specificity RNA methyltransferase RlmN
NODE_3_length_123282_cov_17.442241	CDS	21493	22206	+	F6GI4_00235	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	22226	22903	-	F6GI4_00236	Beta-barrel assembly-enhancing protease
NODE_3_length_123282_cov_17.442241	CDS	22905	23849	-	F6GI4_00237	CdaA regulatory protein CdaR
NODE_3_length_123282_cov_17.442241	CDS	23853	24689	-	F6GI4_00238	Cyclic di-AMP synthase CdaA
NODE_3_length_123282_cov_17.442241	CDS	24682	25533	-	F6GI4_00239	Dihydropteroate synthase
NODE_3_length_123282_cov_17.442241	CDS	25660	27759	-	F6GI4_00240	ATP-dependent zinc metalloprotease FtsH
NODE_3_length_123282_cov_17.442241	CDS	27852	30386	-	F6GI4_00241	Protein TolB
NODE_3_length_123282_cov_17.442241	CDS	30570	31034	+	F6GI4_00242	tRNA-specific adenosine deaminase
NODE_3_length_123282_cov_17.442241	CDS	31367	32122	+	F6GI4_00243	8-amino-3%2C8-dideoxy-manno-octulosonate cytidylyltransferase
NODE_3_length_123282_cov_17.442241	CDS	32154	32660	+	F6GI4_00244	AP-4-A phosphorylase
NODE_3_length_123282_cov_17.442241	CDS	32761	33987	+	F6GI4_00245	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
NODE_3_length_123282_cov_17.442241	CDS	34103	34624	-	F6GI4_00246	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	34996	35466	-	F6GI4_00247	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	35681	36991	-	F6GI4_00248	putative protease YdcP
NODE_3_length_123282_cov_17.442241	CDS	36988	37899	-	F6GI4_00249	putative cystine transporter YijE
NODE_3_length_123282_cov_17.442241	CDS	38034	38804	+	F6GI4_00250	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	38912	40324	+	F6GI4_00251	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	40338	41267	+	F6GI4_00252	D-threonate 4-phosphate dehydrogenase
